"vague","grappe","menage","s01q00a","s01q01","s01q02","s01q03a","s01q03b","s01q03c","s01q04a","s01q04b","s01q05","s01q06","s01q06a","s01q06b__1","s01q06b__2","s01q06b__3","s01q06b__4","s01q06b__5","s01q07","s01q08","s01q09__0","s01q09__1","s01q09__2","s01q09__3","s01q10","s01q11","s01q12","s01q13","s01q14","s01q15","s01q16","s01q16r","s01q17","s01q18","s01q19","s01q20","s01q20a1","s01q20a2","s01q20a3","s01q20b","s01q20c","s01q20d","s01q20e","s01q20f","s01q20g","s01q20h","s01q20i","s01q21","s01q22","s01q24","s01q25","s01q26","s01q27","s01q28","s01q29","s01q31","s01q32","s01q33","s01q34","s01q35","s01q36","s01q37","s01q38","s01q39__1","s01q39__2","s01q39__3","s01q39__4","s01q39__5","s01q23","s01q30"
1,197,12,5,1,3,9999,9999,2006,,,2,,,,,,,,1,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,197,12,1,1,1,9999,9999,1953,,,,,,,,,,,3,1,2,6,,,20,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,1,7,4,2,2,,0,0,0,0,0,,
1,197,12,2,2,2,9999,9999,1963,,,,,,,,,,,3,1,1,,,,14,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,1,7,4,2,2,,0,0,0,0,0,,
1,197,12,9,1,3,9999,9999,2012,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,6
1,197,12,4,1,3,9999,9999,2010,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,198,1,5,2,3,9999,9999,2008,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,198,1,2,2,2,9999,9999,1974,,,,,,,,,,,2,1,1,,,,15,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,1,8,4,2,2,,0,0,0,0,0,,
2,198,1,4,2,3,9999,9999,2010,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,198,1,3,1,3,9999,9999,2012,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,198,1,1,1,1,9999,9999,1956,,,,,,,,,,,2,1,2,,,,18,1,1,,1,6,,,2,,3,35,,,,,,,,,,,,3,2,2,1,1,7,4,2,2,1,1,8,4,2,1,300,0,0,0,0,0,,
2,198,2,11,2,5,7,4,2013,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,4,8
2,198,2,6,1,3,9999,9999,2015,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,5
2,198,2,8,2,8,9999,9999,1998,,,,,,,,,,,2,1,4,,,,18,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,1,1,1,8,4,2,2,,0,0,0,1,0,,
2,198,2,10,1,5,11,5,2015,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,4,8
2,198,2,4,1,3,9999,9999,1994,,,,,,,,,,,2,1,8,,,,19,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,2,1,1,1,8,4,1,,600,0,0,0,1,0,1,
2,198,2,7,1,3,9999,9999,2013,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,5
2,198,2,5,2,2,9999,9999,1976,,,,,,,,,,,2,1,1,,,,18,1,1,,1,6,,,2,,3,19,,,,,,,,,,,,2,2,2,1,1,7,4,2,1,1,1,8,4,2,2,,0,0,0,1,0,,
2,198,2,9,1,5,9999,9999,2018,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,4,8
2,198,2,1,1,1,9999,9999,1961,,,,,,,,,,,2,1,5,,,,18,1,1,,1,6,,,2,,3,23,,,,,,,,,,,,2,2,2,1,1,7,4,2,2,1,1,8,4,1,,400,0,0,0,1,0,,
2,198,2,3,1,3,9999,9999,2008,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,2,1,1,1,8,4,2,2,,0,0,0,1,0,1,
2,198,3,3,2,3,9999,9999,2018,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,198,3,4,2,3,26,12,2013,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,198,3,5,2,3,24,11,2011,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,198,3,6,1,7,9999,9999,2012,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,1,8,4,,,,,,,,,,
2,198,3,1,1,1,9999,9999,1988,,,,,,,,,,,2,1,2,,,,18,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,1,8,4,1,,1000,0,0,0,1,0,,
2,198,3,2,2,2,9999,9999,1994,,,,,,,,,,,2,1,1,,,,17,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,1,8,4,2,1,750,0,0,0,1,0,,
2,198,4,1,1,1,9999,9999,1949,,,,,,,,,,,3,1,2,3,,,17,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,1,7,4,2,2,,0,0,0,0,0,,
2,198,4,6,1,3,9999,9999,1995,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,1,300,0,0,0,0,0,1,3
2,198,4,5,1,3,9999,9999,1998,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,1,200,0,0,0,0,0,1,3
2,198,4,4,1,3,9999,9999,2006,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,3
2,198,4,2,2,2,9999,9999,1969,,,,,,,,,,,3,1,1,,,,15,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,1,8,4,2,2,,0,0,0,0,0,,
2,198,4,3,2,2,9999,9999,1979,,,,,,,,,,,3,1,1,,,,18,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,1,1,1,8,4,2,2,,0,0,0,0,0,,
2,198,5,2,2,4,9999,9999,1939,,,,,,,,,,,5,,,,,,15,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,1,7,4,2,2,,0,0,0,0,0,,
2,198,5,1,1,1,9999,9999,1959,,,,,,,,,,,6,,,,,,25,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,1,,,,,,2,2,,0,0,0,0,0,,2
2,198,5,3,1,8,9999,9999,2002,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
2,198,6,1,2,1,9999,9999,1978,,,,,,,,,,,5,,,,,,18,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
2,198,6,2,2,3,9999,9999,2007,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,1,,,,,,2,2,,0,0,0,0,0,,1
2,198,7,6,1,3,9999,9999,2006,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,1,,,,,,2,2,,0,0,0,0,0,,2
2,198,7,5,1,3,9999,9999,2010,,,2,,,,,,,,,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,1,,,,,,,,,,,,,,,2
2,198,7,11,1,3,9999,9999,2001,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,1,,,,,,2,2,,0,0,0,0,0,,2
2,198,7,4,1,3,9999,9999,2012,,,2,,,,,,,,,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,1,,,,,,,,,,,,,,,2
2,198,7,2,2,1,9999,9999,1979,,,,,,,,,,,5,,,,,,20,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,1,7,4,2,2,,0,0,0,0,0,,
2,198,7,10,1,3,9999,9999,2005,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,1,,,,,,2,2,,0,0,0,0,0,,2
2,198,7,3,2,3,9999,9999,2014,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,1,,,,,,,,,,,,,,,2
2,198,8,9,1,3,17,3,2011,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,6
2,198,8,7,2,3,9999,11,9999,0,8,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,6
2,198,8,14,2,2,9999,9999,1994,,,,,,,,,,,3,1,1,,,,16,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
2,198,8,4,1,3,9999,9999,2005,,,2,,,,,,,,1,,,,,,,1,2,2,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,198,8,1,1,1,1,1,1961,,,,,,,,,,,3,1,2,6,14,,18,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
2,198,8,6,2,2,9999,9999,1984,,,,,,,,,,,3,1,1,,,,15,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,1,1,5,7,4,2,2,,0,0,0,0,0,,
2,198,8,16,1,3,9999,9999,2017,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,14
2,198,8,15,2,3,9999,9999,2017,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,14
2,198,8,8,1,3,21,4,2014,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,6
2,198,8,3,2,3,9999,9999,2009,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,198,8,17,2,3,12,2,2010,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,14
2,198,8,11,1,3,9999,9999,2005,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,6
2,198,8,10,1,3,9999,9999,2009,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,6
2,198,8,2,2,2,9999,9999,1979,,,,,,,,,,,3,1,1,,,,15,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
2,198,9,6,2,3,9999,9999,2010,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,2,,12,1,,,,,,,,,,,,5,1,,,,,,1,,,,,,,,,,,,,,1,2
2,198,9,9,2,2,9999,9999,9999,19,,,,,,,,,,3,1,1,,,,18,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,1,7,6,2,2,,0,0,0,0,0,,
2,198,9,7,2,3,9999,9999,2009,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,198,9,1,1,1,9999,9999,9999,41,,,,,,,,,,3,1,2,9,,,25,1,1,,1,6,,,1,1,12,0,,,,,,,,,,,,5,2,1,1,0,,,2,1,1,1,7,4,1,,100,0,0,0,0,0,,
2,198,9,2,2,2,9999,9999,9999,35,,,,,,,,,,3,1,1,,,,15,1,1,,1,6,,,2,,3,15,,,,,,,,,,,,9,2,2,1,1,7,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
2,198,9,4,1,3,9999,9999,2015,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,198,9,3,1,3,9999,9999,2017,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,198,9,5,1,3,9999,9999,2012,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,198,9,8,1,3,9999,9999,2007,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,1,12,1,,,,,,,,,,,,5,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,198,10,1,1,1,1,9999,1994,,,,,,,,,,,2,1,2,,,,20,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,2,1,1,7,4,2,1,0,0,0,0,0,0,,
2,198,10,4,1,3,23,8,2014,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,198,10,2,2,2,9999,9999,9999,20,,,,,,,,,,2,1,1,,,,15,1,1,,1,6,,,2,,3,15,,,,,,,,,,,,9,2,1,1,1,6,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
2,198,10,3,1,3,24,9,2017,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,198,11,1,1,1,9999,9999,1944,,,,,,,,,,,3,1,2,3,,,25,1,1,,1,6,,,1,1,12,0,,,,,,,,,,,,5,2,2,1,1,7,4,2,2,1,1,7,4,1,,0,0,0,0,0,0,,
2,198,11,3,2,2,9999,9999,9999,35,,,,,,,,,,3,1,1,,,,18,2,1,,1,6,,,2,,3,20,,,,,,,,,,,,9,2,1,1,1,7,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
2,198,11,7,2,3,9999,9999,9999,12,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,3
2,198,11,5,1,3,10,6,2013,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,3
2,198,11,4,2,3,11,6,2017,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,198,11,6,2,3,9999,9999,9999,10,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,198,11,2,2,2,9999,9999,9999,55,,,,,,,,,,3,1,1,,,,19,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,1,7,4,2,2,,0,0,0,0,0,,
2,198,12,2,2,2,9999,9999,9999,19,,,,,,,,,,2,1,1,,,,12,1,1,,1,6,,,2,,3,12,,,,,,,,,,,,9,2,2,1,1,7,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
2,198,12,3,1,3,9999,9999,2018,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,198,12,5,2,3,7,4,2013,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,198,12,4,1,3,11,9999,2015,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,198,12,1,1,1,9999,9999,9999,25,,,,,,,,,,2,1,2,,,,19,1,1,,1,6,,,1,1,2,2,,,,,,,,,,,,5,2,1,2,1,6,4,2,1,1,1,6,4,1,,400,0,0,0,0,0,,
1,199,1,7,2,3,9999,9999,2004,,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,199,1,5,2,3,9999,9999,2011,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,199,1,6,2,3,9999,9999,2008,,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,199,1,1,1,1,9999,9999,1970,,,,,,,,,,,2,1,2,,,,23,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,1,8,3,1,,200,0,0,0,0,0,,
1,199,1,4,2,3,9999,9999,2013,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,199,1,9,2,7,9999,9999,1948,,,,,,,,,,,5,,,,,,17,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,1,8,3,2,2,,0,0,0,0,0,,
1,199,1,2,2,2,9999,9999,1988,,,,,,,,,,,2,1,1,,,,16,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,1,8,3,2,2,,0,0,0,0,0,,
1,199,1,3,2,3,9999,9999,2017,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,199,1,8,2,3,9999,9999,2002,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,199,2,8,1,3,1,1,2003,,,,,,,,,,,1,,,,,,,2,2,2,1,6,,,1,1,2,0,,,,,,,,,,,,3,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,199,2,10,2,4,9999,9999,9999,80,,,,,,,,,,5,,,,,,17,1,1,,1,6,,,1,1,12,10,,,,,,,,,,,,3,2,1,1,1,7,4,2,2,1,1,8,4,2,2,,0,0,0,0,0,,
1,199,2,7,2,3,1,1,2005,,,2,,,,,,,,1,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,199,2,3,1,3,9999,9999,2015,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,199,2,4,1,3,9999,9999,2013,,,2,,,,,,,,,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,199,2,2,2,2,9999,9999,1983,,,,,,,,,,,3,1,1,,,,15,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,1,8,4,2,2,,0,0,0,0,0,,
1,199,2,9,2,2,9999,9999,2000,,,,,,,,,,,3,1,1,,,,16,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,6,1,7,4,2,1,1,1,8,4,2,2,,0,0,0,0,0,,
1,199,2,1,1,1,9999,9999,1974,,,,,,,,,,,3,1,2,9,,,24,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,1,,,,,,1,,1250,0,0,0,0,0,,10
1,199,2,6,1,3,9999,9999,2009,,,2,,,,,,,,,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,199,2,5,2,3,9999,9999,2011,,,2,,,,,,,,,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,199,3,9,1,3,9999,9999,2011,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,6
1,199,3,12,2,3,9999,9999,2005,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,6
1,199,3,1,1,1,9999,9999,1971,,,,,,,,,,,2,1,6,,,,20,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,6,5,7,4,2,2,1,7,7,4,1,,1400,0,0,0,0,0,,
1,199,3,6,2,2,9999,9999,1988,,,,,,,,,,,2,1,1,,,,14,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,5,7,4,2,2,,0,0,0,0,0,,
1,199,3,11,1,3,9999,9999,2007,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,6
1,199,3,7,1,3,9999,9999,2016,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,6
1,199,3,10,1,3,9999,9999,2009,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,6
1,199,3,3,2,3,9999,9999,2011,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,2,1,1,1,7,4,,,,,,,,,1,
1,199,3,4,2,3,9999,9999,2008,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,2,1,1,1,7,4,2,2,,0,0,0,0,0,1,
1,199,3,8,2,3,9999,9999,2014,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,6
1,199,4,14,2,8,9999,9999,1938,,,,,,,,,,,5,,,,,,17,1,1,,1,6,,,2,,3,77,,,,,,,,,,,,3,2,2,1,1,7,4,2,2,1,1,8,3,2,2,,0,0,0,0,0,,
1,199,4,5,1,3,9999,9999,1998,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,300,0,0,0,0,0,1,2
1,199,4,12,1,5,9999,9999,2008,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,1,1,1,8,3,2,2,,0,0,0,0,0,,
1,199,4,8,1,3,9999,9999,2012,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,6
1,199,4,10,2,3,9999,9999,2006,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,6
1,199,4,6,2,2,9999,9999,1988,,,,,,,,,,,3,1,1,,,,14,1,1,,1,6,,,2,,3,20,,,,,,,,,,,,3,2,1,1,1,7,4,2,1,1,1,8,3,2,2,,0,0,0,0,0,,
1,199,4,2,2,2,9999,9999,1983,,,,,,,,,,,3,1,1,,,,15,1,1,,1,6,,,2,,3,15,,,,,,,,,,,,3,2,2,1,1,7,4,1,,,,,,2,2,,0,0,0,0,0,,14
1,199,4,1,1,1,9999,9999,1958,,,,,,,,,,,3,1,2,6,,,20,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,2,1,1,8,3,2,2,,0,0,0,0,0,,
1,199,4,9,2,3,9999,9999,2010,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,6
1,199,4,13,2,5,9999,9999,2012,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,1,1,1,8,3,,,,,,,,,,
1,199,4,3,2,3,9999,9999,2007,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,199,4,4,1,3,9999,9999,2005,,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,199,4,11,1,5,9999,9999,2012,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,1,1,1,8,3,,,,,,,,,,
1,199,5,3,2,3,9999,9999,2008,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,199,5,2,2,2,9999,9999,1980,,,,,,,,,,,2,1,1,,,,15,1,1,,1,6,,,2,,3,15,,,,,,,,,,,,9,2,2,1,1,7,4,2,2,1,1,8,4,2,2,,0,0,0,0,0,,
1,199,5,5,1,3,9999,9999,2000,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,199,5,4,1,3,9999,9999,2005,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,199,5,1,1,1,9999,9999,1978,,,,,,,,,,,2,1,2,,,,20,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,2,1,1,8,4,2,2,,0,0,0,0,0,,
1,199,6,2,1,3,9999,9999,2006,,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,2,2,1,1,8,3,2,2,,0,0,0,0,0,1,
