"vague","grappe","menage","s17q00","s17q01","s17q02","s17q03","s17q51","s17q38b","s17q34b","s17q04","s17q05","s17q06","s17q07a1","s17q07b1","s17q07c1","s17q07d1","s17q07e1","s17q07a2","s17q07a3","s17q07a4","s17q07b2","s17q07b3","s17q07b4","s17q07c2","s17q07c3","s17q07c4","s17q07d2","s17q07d3","s17q07d4","s17q07e2","s17q07e3","s17q08","s17q09","s17q10","s17q11","s17q12","s17q13","s17q14","s17q15__0","s17q15__1","s17q16","s17q17","s17q18a","s17q18b","s17q18c","s17q18d","s17q18e","s17q18f","s17q18g","s17q18h","s17q18i","s17q19","s17q20","s17q21","s17q22__0","s17q22__1","s17q23","s17q24a","s17q24b","s17q25","s17q26","s17q27__0","s17q27__1","s17q28","s17q29","s17q30","s17q31a","s17q31b","s17q32a","s17q32b","s17q33","s17q34a","s17q35","s17q36__0","s17q36__1","s17q37","s17q38a","s17q39","s17q40","s17q41__0","s17q41__1","s17q42","s17q43","s17q44","s17q45","s17q46","s17q47__0","s17q47__1","s17q48","s17q49","s17q50","s17q52","s17q53","s17q54","s17q55","s17q56","s17q57","s17q58","s17q59","s17q60","s17q61"
1,259,12,1,"Ovins (Moutons)",2,1,,,,1,4,4,1,,,,,4,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,259,12,1,"Poules / poulets",9,1,,,,1,14,14,1,,,,,14,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,2,,,2,,2,,2,
1,259,12,1,"Caprins (Chèvres)",3,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,1,13500,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,259,15,1,"Bovins",1,1,,2,,1,1,1,2,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,0,,2,,,,,1,1,2,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,259,15,1,"Ovins (Moutons)",2,1,,,,1,1,1,2,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,1,2,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,259,15,1,"Caprins (Chèvres)",3,1,,,,2,3,3,2,,,,,3,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
2,260,3,1,"Caprins (Chèvres)",3,1,,,,2,2,2,2,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3000,2,,,2,,2,,2,
2,260,3,1,"Bovins",1,1,36000,,,2,3,3,1,,,,,3,1,2,,,,,,,,,,,,1,145000,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,30000,2,,,1,6000,2,,2,
2,260,3,1,"Ovins (Moutons)",2,1,,,,2,6,6,1,,,,,6,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,0,2,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,15000,2,,,2,,2,,2,
2,260,4,1,"Ovins (Moutons)",2,1,,,,6,3,3,1,,,,,3,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,10000,2,,,2,,2,,2,
2,260,4,1,"Asins (Anes)",6,1,,,,6,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,7000,2,,,2,,2,,2,
2,260,10,1,"Pintades",10,1,,,,2,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,1000,2,,,2,,2,,2,
2,260,10,1,"Poules / poulets",9,1,,,,2,7,7,1,,,,,7,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,3,0,0,0,0,0,0,0,0,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2500,2,,,2,,2,,2,
2,260,10,1,"Ovins (Moutons)",2,1,5000,,,2,3,3,1,,,,,3,1,2,,,,,,,,,,,,2,52000,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4000,2,,,2,,2,,2,
2,260,10,1,"Caprins (Chèvres)",3,1,,,,2,2,2,2,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5000,2,,,2,,2,,2,
2,260,10,1,"Asins (Anes)",6,1,3500,,,2,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,10000,2,,,2,,2,,2,
2,260,11,1,"Ovins (Moutons)",2,1,,,,2,1,1,2,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2000,2,,,2,,2,,2,
2,260,11,1,"Autres volailles",11,1,,,,2,14,14,6,,,,,14,2,2,,,,,,,,,,,,0,,0,,,,,,,1,6,0,0,0,0,0,0,0,5,0,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,5000,2,,,2,,2,,2,
2,260,11,1,"Caprins (Chèvres)",3,1,,,,2,2,2,2,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3000,2,,,2,,2,,2,
2,260,11,1,"Poules / poulets",9,1,,,,2,2,2,2,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,10000,2,,,2,,2,,2,
2,260,12,1,"Asins (Anes)",6,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,6000,2,,,1,2000,2,,2,
2,260,15,1,"Ovins (Moutons)",2,1,4000,,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5000,2,,,2,,2,,2,
1,261,1,1,"Caprins (Chèvres)",3,1,,,,1,1,1,2,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,0,0,0,0,0,0,0,0,1,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,261,1,1,"Ovins (Moutons)",2,1,,,,1,2,2,2,,,,,2,1,2,,,,,,,,,,,,0,,4,1,100,189000,0,1,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,261,2,1,"Ovins (Moutons)",2,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,261,3,1,"Caprins (Chèvres)",3,1,,,,1,4,0,,,,,,,,,,,,,,,,,,,,0,,7,1,100,70000,1200,1,2,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,1,1200,2,,2,
1,261,3,1,"Ovins (Moutons)",2,1,7500,2,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,2,1,100,38000,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,1,3,6,2,2,0,,2,,,,,1,2,2,,,,,,,,,,,,1,2,25000,2,,,1,1500,2,,2,
1,261,3,1,"Poules / poulets",9,1,,,,2,2,2,2,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,2,,,2,,2,,2,
1,261,4,1,"Caprins (Chèvres)",3,1,5000,1,,1,6,6,1,,,,,6,1,2,,,,,,,,,,,,0,,1,1,100,17000,0,1,2,1,1,0,1,0,0,0,0,1,0,0,2,,,,,2,,,2,,,,1,2,6,1,1,0,,2,,,,,1,1,2,,,,,,,,,,,,1,2,20000,2,,,1,1500,2,,2,
1,261,4,1,"Poules / poulets",9,1,,,,2,10,10,2,,,,,10,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,0,0,0,0,0,2,0,0,0,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,2,,,2,,2,,2,
1,261,6,1,"Caprins (Chèvres)",3,1,,,,1,0,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,261,7,1,"Ovins (Moutons)",2,1,1000,,,2,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,1,1,100,11000,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,12500,2,,,2,,2,,2,
1,261,7,1,"Asins (Anes)",6,1,,,,2,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,261,8,1,"Asins (Anes)",6,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,261,8,1,"Ovins (Moutons)",2,1,6500,,,1,3,3,1,3,,,,2,1,1,1,1,2,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,75000,2,,,2,,2,,2,
1,261,8,1,"Caprins (Chèvres)",3,1,2000,,,1,1,1,3,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,25000,2,,,2,,2,,2,
1,261,9,1,"Bovins",1,1,6000,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,1,1,100,50000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1.5,1,0,,2,,,,,2,,2,,,,,,,,,,,,1,2,40000,2,,,2,,2,,2,
1,261,9,1,"Equins (Chevaux)",5,1,4000,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,20000,2,,,2,,2,,2,
1,261,11,1,"Caprins (Chèvres)",3,1,,,,2,2,2,2,,,,,2,1,2,,,,,,,,,,,,0,,1,2,100,10000,0,2,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,261,12,1,"Bovins",1,1,7000,,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,20000,2,,,1,3000,1,400,2,
1,261,12,1,"Asins (Anes)",6,1,5000,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7000,2,,,2,,2,,2,
1,261,12,1,"Caprins (Chèvres)",3,1,5000,,,1,6,6,1,,,,,6,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,15000,2,,,2,,2,,2,
1,261,13,1,"Caprins (Chèvres)",3,1,3000,,,1,2,2,2,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2000,2,,,2,,2,,2,
2,262,1,1,"Asins (Anes)",6,1,,,,1,1,1,2,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,10000,2,,,2,,2,,2,
2,262,1,1,"Ovins (Moutons)",2,1,,,,1,4,4,1,,,,,4,1,2,,,,,,,,,,,,1,40000,0,,,,,,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,20000,2,,,1,0,2,,2,
2,262,1,1,"Bovins",1,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,30000,2,,,1,0,2,,2,
2,262,1,1,"Caprins (Chèvres)",3,1,,1,,1,11,11,1,2,,,,6,1,1,5,1,2,,,,,,,,,0,,3,1,100,37000,600,1,2,2,,,,,,,,,,,,,,,,,,,,,,,1,4,3,1,1,0,,2,,,,,1,0.5,2,,,,,,,,,,,,2,,30000,2,,,1,0,2,,2,
2,262,3,1,"Poules / poulets",9,1,,,,2,2,2,2,,,,,2,1,2,,,,,,,,,,,,0,,2,2,100,2000,0,2,,1,2,0,0,0,0,0,0,0,0,2,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,0,2,,,2,,2,,2,
2,262,3,1,"Caprins (Chèvres)",3,1,1000,1,,2,1,1,2,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,5,0.25,1,0,,2,,,,,1,0.25,2,,,,,,,,,,,,1,12,0,2,,,1,250,2,,1,200
2,262,5,1,"Caprins (Chèvres)",3,1,4000,,,4,3,3,4,3,,,,2,1,1,1,1,2,,,,,,,,,0,,2,2,100,25000,1400,3,4,1,3,0,2,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,13000,2,,,2,,2,,2,
2,262,6,1,"Asins (Anes)",6,1,6000,,,1,0,,,,,,,,,,,,,,,,,,,,,0,,1,1,100,45000,1750,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,16000,2,,,2,,2,,2,
2,262,6,1,"Pintades",10,1,,,,1,4,4,1,,,,,4,1,2,,,,,,,,,,,,0,,2,1,100,4000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,120,120,4800,1,,0,2,,500,2,,,2,,2,,2,
2,262,6,1,"Caprins (Chèvres)",3,1,1000,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,1,14000,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,,2,,2,,2,
2,262,7,1,"Asins (Anes)",6,1,1500,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,1,1,100,40000,1500,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,2,,,2,,2,,2,
2,262,8,1,"Caprins (Chèvres)",3,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,1,10000,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,750,2,,,2,,2,,2,
2,262,10,1,"Bovins",1,1,10000,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8000,2,,,1,0,2,,2,
2,262,10,1,"Pintades",10,1,,,,1,6,6,1,,,,,6,1,2,,,,,,,,,,,,0,,4,1,100,8000,0,1,,1,1,2,0,0,0,0,0,0,0,0,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,1000,2,,,2,,2,,2,
2,262,10,1,"Ovins (Moutons)",2,1,,,,1,5,5,1,2,,,,2,1,1,3,1,2,,,,,,,,,0,,1,1,100,30000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,7000,2,,,1,0,2,,2,
2,262,10,1,"Poules / poulets",9,1,,,,1,10,10,9,2,6,,,4,1,1,2,1,1,4,1,2,,,,,,0,,8,1,100,13250,0,1,9,1,1,3,0,0,0,0,4,0,0,0,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2000,2,,,2,,2,,2,
2,262,10,1,"Caprins (Chèvres)",3,1,,1,,1,5,5,1,,,,,5,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,1,1,2,,,,,1,1,2,,,,,,,,,,,,2,,4000,2,,,1,0,2,,2,
2,262,11,1,"Caprins (Chèvres)",3,1,1000,1,,1,6,6,1,,,,,6,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,2,6,0.5,1,0.5,1,2,,,,,1,0.5,2,,,,,,,,,,,,1,12,2500,2,,,1,0,2,,2,
2,262,12,1,"Caprins (Chèvres)",3,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2500,2,,,1,0,2,,2,
2,262,15,1,"Ovins (Moutons)",2,1,,,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,4000,2,,,1,0,2,,2,
2,262,15,1,"Bovins",1,1,3000,,,1,2,0,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,10000,2,,,1,0,2,,2,
1,263,1,1,"Bovins",1,1,,1,,1,4,4,1,,,,,4,1,2,,,,,,,,,,,,0,,4,1,100,300000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,2,4,2,1,0,,2,,,,,1,1,2,,,,,,,,,,,,2,,,2,,,1,2000,2,,2,
1,263,1,1,"Asins (Anes)",6,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,1,50000,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,263,1,1,"Caprins (Chèvres)",3,1,3000,,,1,10,10,2,,,,,10,1,2,,,,,,,,,,,,0,,3,2,100,30000,1500,1,2,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,30000,2,,,2,,2,,2,
1,263,1,1,"Ovins (Moutons)",2,1,4000,,,1,6,6,1,,,,,6,1,2,,,,,,,,,,,,1,30000,2,1,100,120000,1000,1,,1,1,0,3,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,18000,2,,,2,,2,,2,
1,263,2,1,"Caprins (Chèvres)",3,1,,1,,1,3,3,4,,,,,3,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,3,4,0.5,1,0,,2,,,,,1,0.5,2,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,263,2,1,"Ovins (Moutons)",2,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,1,14000,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,263,3,1,"Asins (Anes)",6,1,,,,1,3,3,1,2,,,,2,1,1,1,1,2,,,,,,,,,1,55000,1,1,100,70000,2000,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,263,3,1,"Caprins (Chèvres)",3,1,500,1,,1,7,3,2,,,,,3,1,2,,,,,,,,,,,,1,15000,3,1,100,40000,1200,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,3,4,1,1,0,,2,,,,,1,1,2,,,,,,,,,,,,1,4,16000,2,,,2,,2,,2,
1,263,3,1,"Bovins",1,1,1000,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,3,1,100,200000,13000,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,32000,2,,,1,3000,2,,2,
1,263,4,1,"Asins (Anes)",6,1,,,,1,1,1,4,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,263,4,1,"Caprins (Chèvres)",3,1,2000,,,1,5,5,1,,,,,5,1,2,,,,,,,,,,,,0,,1,1,100,12000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,3,6,0.5,1,0,,2,,,,,2,,2,,,,,,,,,,,,1,2,10000,2,,,2,,2,,2,
1,263,4,1,"Ovins (Moutons)",2,1,2000,,,1,2,0,,,,,,,,,,,,,,,,,,,,0,,3,1,100,75000,0,1,,1,1,0,0,0,0,0,0,1,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10000,2,,,2,,2,,2,
1,263,6,1,"Caprins (Chèvres)",3,1,,1,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,4,1,100,50000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,0,,2,,,,,1,1,2,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,263,6,1,"Asins (Anes)",6,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,263,7,1,"Poules / poulets",9,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,2,,,2,,2,,2,
1,263,7,1,"Asins (Anes)",6,1,,,,2,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,263,7,1,"Ovins (Moutons)",2,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,1,1,100,50000,800,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,263,8,1,"Ovins (Moutons)",2,1,,,,1,4,0,,,,,,,,,,,,,,,,,,,,0,,2,1,10,47000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,263,8,1,"Poules / poulets",9,1,,,,1,1,1,5,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,2,,,2,,2,,2,
1,263,8,1,"Asins (Anes)",6,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,263,8,1,"Caprins (Chèvres)",3,1,,,,1,4,0,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,263,8,1,"Bovins",1,1,7500,,,1,2,0,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,45000,2,,,2,,2,,2,
1,263,11,1,"Ovins (Moutons)",2,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,263,11,1,"Caprins (Chèvres)",3,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,263,13,1,"Poules / poulets",9,1,,,,1,5,0,,,,,,,,,,,,,,,,,,,,0,,3,1,100,5000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,2,,,2,,2,,2,
1,263,13,1,"Asins (Anes)",6,1,2000,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,10000,2,,,2,,2,,2,
1,263,13,1,"Caprins (Chèvres)",3,1,3000,,,1,5,5,1,,,,,5,1,2,,,,,,,,,,,,0,,2,1,100,30000,0,1,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,15000,2,,,2,,2,,2,
1,263,14,1,"Ovins (Moutons)",2,1,2500,,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,0,,2,1,100,52000,0,1,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,13000,2,,,2,,2,,2,
1,263,14,1,"Asins (Anes)",6,1,4000,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,18000,2,,,2,,2,,2,
1,263,14,1,"Caprins (Chèvres)",3,1,2500,1,,1,5,5,1,,,,,5,1,2,,,,,,,,,,,,0,,3,1,100,29000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,3,4,1,2,0,,2,,,,,1,1,2,,,,,,,,,,,,1,3,15000,2,,,2,,2,,2,
